REF	ETUD	LOCA	REG	DPT	COM	INSEE	TICO	ADRS	STAT	AFFE	PPRO	DPRO	AUTR	SCLE	
PA00102681	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Fa	Languedoc-Roussillon	11	Fa	11131	Tour carrée et restes de fortifications adjacentes		Propriété de la commune		Tour carrée et restes de fortifications adjacentes (cad. A 392) : inscription par arrêté du 14 avril 1948	1948/04/14 : inscrit MH		12e siècle ; 13e siècle	
PA00102680	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Espéraza	Languedoc-Roussillon	11	Espéraza	11129	Pont		Propriété de l'état		Pont reliant le village à la R.N. 117 : inscription par arrêté du 14 avril 1948	1948/04/14 : inscrit MH			
PA00102679	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Espéraza	Languedoc-Roussillon	11	Espéraza	11129	Eglise		Propriété de la commune		Eglise, à l'exception des parties classées (cad. A 4) : inscription par arrêté du 4 octobre 1956 ; Le mur recouvert de peintures murales qui se trouve dans la sacristie (cad. A 4) : classement par arrêté du 4 octobre 1956	1956/10/04 : inscrit MH ; 1956/10/04 : classé MH		12e siècle ; 17e siècle	
PA00102678	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Escouloubre	Languedoc-Roussillon	11	Escouloubre	11127	Eglise		Propriété de la commune		Eglise (cad. AB 303) : classement par arrêté du 6 décembre 1982	1982/12/06 : classé MH		1ère moitié 18e siècle ; 3e quart 19e siècle	
PA00102677	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Escales	Languedoc-Roussillon	11	Escales	11126	Tour romane		Propriété de la commune		Tour romane : inscription par arrêté du 19 novembre 1942	1942/11/19 : inscrit MH		11e siècle	
PA00102676	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Escales	Languedoc-Roussillon	11	Escales	11126	Eglise		Propriété de la commune		Eglise : classement par arrêté du 13 juin 1913	1913/06/13 : classé MH		12e siècle	
PA00102675	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Embres-et-Castelmaure	Languedoc-Roussillon	11	Embres-et-Castelmaure	11125	Eglise Saint-Félix-de-Castelmaure		Propriété de la commune		Eglise Saint-Félix-de-Castelmaure (cad. C 9) : inscription par arrêté du 14 avril 1948	1948/04/14 : inscrit MH		11e siècle ; 12e siècle ; 18e siècle	
PA00102674	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Durban-Corbières	Languedoc-Roussillon	11	Durban-Corbières	11124	Château de Durban		propriété d'une personne privée		Les restes du château : inscription par arrêté du 28 avril 1926	1926/04/28 : inscrit MH			
PA00102673	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Duilhac-sous-Peyrepertuse	Languedoc-Roussillon	11	Duilhac-sous-Peyrepertuse	11123	Château de Peyrepertuse (ruines)		Propriété de la commune		Château de Peyrepertuse (ruines) : classement par arrêté du 19 mars 1908	1908/03/19 : classé MH		11e siècle ; 12e siècle ; 13e siècle	
PA00102672	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; La Digne-d'Aval	Languedoc-Roussillon	11	Digne-d'Aval (La)	11120	Croix de cimetière		Propriété de la commune		Croix de cimetière : classement par arrêté du 19 avril 1913	1913/04/19 : classé MH		16e siècle	
PA00102671	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; La Digne-d'Aval	Languedoc-Roussillon	11	Digne-d'Aval (La)	11120	Croix		Propriété de la commune		Croix, à l'angle du cimetière : inscription par arrêté du 14 avril 1948	1948/04/14 : inscrit MH		14e siècle	
PA00102670	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; La Digne-d'Amont	Languedoc-Roussillon	11	Digne-d'Amont (La)	11119	Eglise Sainte-Colombe (ancienne)		Propriété de la commune		Elévation des murs Nord et Ouest et du clocher ; porte Ouest avec clef sculptée ; porte fortifiée adjacente, au Nord, avec clef sculptée : inscription par arrêté du 27 avril 1948	1948/04/27 : inscrit MH		13e siècle ; 14e siècle ; 15e siècle ; 16e siècle	
PA00102669	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Cuxac-Cabardès	Languedoc-Roussillon	11	Cuxac-Cabardès	11115	Eglise Sainte-Cécile		Propriété de la commune		Clocher : inscription par arrêté du 27 avril 1948	1948/04/27 : inscrit MH		14e siècle	
PA00102668	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Cuxac-d'Aude	Languedoc-Roussillon	11	Cuxac-d'Aude	11116	Eglise Saint-Martin		Propriété de la commune		Façade occidentale avec son portail ; clocher et abside (cad. A 268) : classement par arrêté du 21 mars 1983 ; Eglise, à l'exception des parties classées ; chapelle des Pénitents (cad. A 268) : inscription par arrêté du 21 mars 1983	1983/03/21 : classé MH ; 1983/03/21 : inscrit MH		12e siècle ; 13e siècle ; 14e siècle ; 18e siècle	
PA00102667	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Cucugnan	Languedoc-Roussillon	11	Cucugnan	11113	Château de Quéribus (ruines)		Propriété de la commune		Château de Quéribus (ruines) : classement par arrêté du 11 octobre 1907	1907/10/11 : classé MH		13e siècle	
PA00102666	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Coustaussa	Languedoc-Roussillon	11	Coustaussa	11109	Château (ruines)		Propriété d'une personne privée		Château (ruines) (cad. A 557 à 559, 564, 568) : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		12e siècle ; 13e siècle ; 16e siècle	
PA00102665	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Coursan	Languedoc-Roussillon	11	Coursan	11106	Eglise paroissiale		Propriété de la commune		Clocher : inscription par arrêté du 13 avril 1948	1948/04/13 : inscrit MH		14e siècle	
PA00102664	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Cournanel	Languedoc-Roussillon	11	Cournanel	11105	Eglise Saint-Etienne		Propriété de la commune		Eglise, à l'exception du choeur (cad. A 210) : inscription par arrêté du 14 avril 1948	1948/04/14 : inscrit MH		12e siècle ; 19e siècle	
PA00102663	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Cournanel	Languedoc-Roussillon	11	Cournanel	11105	Château des évêques d'Alet		Propriété d'une personne privée		Porte et courtines de l'Ouest ; courtines et échauguettes du Nord ; tour de l'Est ; tour du Sud ; courtines du Sud (cad. A 89 à 92, 96 à 98, 100 à 103) : inscription par arrêté du 26 avril 1948	1948/04/26 : inscrit MH		1er quart 14e siècle	
PA00102662	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Couiza	Languedoc-Roussillon	11	Couiza	11103	Château		Propriété d'une société privée		Château : classement par arrêté du 4 septembre 1913 ; Parcelles cadastrales situées au voisinage du château (cad. 30, 31) : classement par arrêté du 15 mai 1944	1913/09/04 : classé MH ; 1944/05/15 : classé MH		16e siècle	
PA00102661	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Couffoulens	Languedoc-Roussillon	11	Couffoulens	11102	Eglise Saint-Clément		Propriété de la commune		Pierres tombales : inscription par arrêté du 22 mai 1948	1948/05/22 : inscrit MH			
PA00102660	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Couffoulens	Languedoc-Roussillon	11	Couffoulens	11102	Croix de métier		Propriété de la commune		Croix de métier, à l'Est du château de Couffoulens : inscription par arrêté du 27 avril 1948	1948/04/27 : inscrit MH		14e siècle ; 15e siècle	
PA00102659	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Couffoulens	Languedoc-Roussillon	11	Couffoulens	11102	Château		Propriété d'une personne privée		Toiture et façade Nord ; terrasses : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		18e siècle	
PA00102658	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Conques-sur-Orbiel	Languedoc-Roussillon	11	Conques-sur-Orbiel	11099	Maison Fraisse		Propriété d'une personne privée		Plafonds peints, portes en accolade et puits dans la cour (cad. D 315) : inscription par arrêté du 13 avril 1948	1948/04/13 : inscrit MH		16e siècle ; 17e siècle	
PA00102657	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Conques-sur-Orbiel	Languedoc-Roussillon	11	Conques-sur-Orbiel	11099	Eglise Sainte-Foy		Propriété de la commune		Abside : classement par arrêté du 22 octobre 1913	1913/10/22 : classé MH		14e siècle	
PA00102656	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Conques-sur-Orbiel	Languedoc-Roussillon	11	Conques-sur-Orbiel	11099	Château des Saptes		Propriété d'une personne privée		Porche de la chapelle ; dalle funéraire ; charpentes : inscription par arrêté du 14 avril 1948	1948/04/14 : inscrit MH		1er quart 16e siècle	
PA00102655	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Clermont-sur-Lauquet	Languedoc-Roussillon	11	Clermont-sur-Lauquet	11094	Eglise paroissiale		Propriété de la commune		Eglise paroissiale : inscription par arrêté du 13 avril 1948	1948/04/13 : inscrit MH		11e siècle	
PA00102654	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Clermont-sur-Lauquet	Languedoc-Roussillon	11	Clermont-sur-Lauquet	11094	Château (ancien)		Propriété d'une personne privée		Château (ancien) : inscription par arrêté du 13 avril 1948	1948/04/13 : inscrit MH		12e siècle ; 14e siècle	
PA00102653	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Citou	Languedoc-Roussillon	11	Citou	11092	Château (ruines)		Propriété de la commune		Château (ruines) : inscription par arrêté du 27 avril 1948	1948/04/27 : inscrit MH			
PA00102652	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Citou	Languedoc-Roussillon	11	Citou	11092	Chapelle de Saint-Jean, à 600 mètres au Sud du village		Propriété de la commune		Les vantaux de la porte : inscription par arrêté du 27 avril 1948	1948/04/27 : inscrit MH		17e siècle	
PA00102651	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Chalabre	Languedoc-Roussillon	11	Chalabre	11091	Hôtel de ville		Propriété de la commune		Rampe d'escalier : inscription par arrêté du 27 avril 1948	1948/04/27 : inscrit MH		2e quart 18e siècle	
PA00102650	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Chalabre	Languedoc-Roussillon	11	Chalabre	11091	Eglise		Propriété de la commune		Clocher : classement par arrêté du 13 juillet 1907	1907/07/13 : classé MH		2e moitié 15e siècle	
PA00102649	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Cazalrenoux	Languedoc-Roussillon	11	Cazalrenoux	11087	Eglise Notre-Dame		Propriété de la commune		Ensemble de l'église, à l'exception des chapelles latérales et sacristies : inscription par arrêté du 27 avril 1948	1948/04/27 : inscrit MH			
PA00102648	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Cavanac	Languedoc-Roussillon	11	Cavanac	11085	Eglise Saint-Pierre		Propriété de la commune		Murs et voûtes de la nef et du sanctuaire ; sacristie et première chapelle au Sud ; pierres tombales de la famille de Siran ; modillons de la corniche extérieure de l'abside : inscription par arrêté du 27 avril 1948	1948/04/27 : inscrit MH		12e siècle ; 15e siècle	
PA00102647	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Cavanac	Languedoc-Roussillon	11	Cavanac	11085	Château		Propriété d'une personne privée		Portail et grille d'entrée : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		18e siècle	
PA00102646	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Caux-et-Sauzens	Languedoc-Roussillon	11	Caux-et-Sauzens	11084	Croix	Dans l'ancien cimetière désaffecté	Propriété de la commune		Croix, au centre de l'ancien cimetière désaffecté : inscription par arrêté du 27 avril 1948	1948/04/27 : inscrit MH		2e moitié 13e siècle	
PA00102645	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Caunes-Minervois	Languedoc-Roussillon	11	Caunes-Minervois	11081	Maison Etienne Vidal	Neuve (rue) ; Mont-Gaillard (rue)	Propriété d'une personne privée		Façades et toitures sur rues (cad. D 328) : inscription par arrêté du 13 avril 1948	1948/04/13 : inscrit MH		14e siècle ; 16e siècle	
PA00102644	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Caunes-Minervois	Languedoc-Roussillon	11	Caunes-Minervois	11081	Hôtel de Tapié (ancien)		Propriété d'une personne privée		Fenêtre d'angle sur Pla de Monlaur et sur la Descente (cad. D 679) : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		17e siècle	
PA00102643	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Caunes-Minervois	Languedoc-Roussillon	11	Caunes-Minervois	11081	Hôtel de Sicard (ancien)		Propriété d'une personne privée		Façades et toitures avec portes, fenêtres et tous éléments anciens (cad. 346, 347) : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		16e siècle ; 17e siècle	
PA00102642	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Caunes-Minervois	Languedoc-Roussillon	11	Caunes-Minervois	11081	Hôtel d'Alibert		Propriété d'une personne privée		Puits Renaissance situé dans la cour : classement par décret du 21 novembre 1926 ; Immeuble de gauche : tourelle d'escalier, deux travées voutées contiguës au rez-de-chaussée et grand arc surbaissé portant la galerie Renaissance ; vestibule à deux travées voûtées du premier étage et galerie Renaissance des premier et deuxième étages. Immeuble de droite : façade sur rue, façades Nord et Sud sur cour, tourelle d'escalier et deux étages de galeries superposées, délimitées par un trait rouge (pour les façades) et par une teinte rose sur le plan annexé au décret : classement par décret du 25 août 1927	1926/11/21 : classé MH ; 1927/08/25 : classé MH		16e siècle	
PA00102641	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Caunes-Minervois	Languedoc-Roussillon	11	Caunes-Minervois	11081	Grande fontaine	Aiguebelle (place d')	Propriété de la commune		Grande fontaine : inscription par arrêté du 27 avril 1948	1948/04/27 : inscrit MH		1er quart 19e siècle	
PA00102639	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Caunes-Minervois	Languedoc-Roussillon	11	Caunes-Minervois	11081	Chapelle du Crucifix		Propriété de la commune		Chapelle du Crucifix : inscription par arrêté du 28 avril 1926	1926/04/28 : inscrit MH			
PA00102638	recensement immeubles MH	Languedoc-Roussillon ; Aude ; Caunes-Minervois	Languedoc-Roussillon	11	Caunes-Minervois	11081	Ancienne abbaye		propriété de la commune ; propriété privée		Ancienne église abbatiale : classement par arrêté du 2 septembre 1916 - Les bâtiments de l'ancienne abbaye en totalité, à savoir : le cloître avec son sol médiéval, les bâtiments bordant le cloître à l'ouest et à l'est, le grand corps du 17e siècle au sud, l'ancien logis abbatial, les vestiges du mur de clôture, y compris la poterne au nord du logis (cad. D 490 à 493, 1901, 2487, 2488, 2508, 2561 : bâtiments conventuels ; D 472, 479, 480, 2373 : logis abbatial ; D 475 : poterne ; D 499, 2091 : mur de clôture) : inscription par arrêté du 25 octobre 2002	1916/09/02 : classé MH ; 2002/10/25 : inscrit MH		Moyen Age ; 17e siècle ; 18e siècle	
PA00102637	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Caudeval	Languedoc-Roussillon	11	Caudeval	11080	Château		Propriété d'une personne privée		Façades et toitures, y compris celles des deux pavillons isolés, et portail d'entrée ; escalier intérieur avec sa cage et sa rampe en fer forgé ; décors de gypseries (et notamment ceux de la salle de billard au premier étage) (cad. C 227) : inscription par arrêté du 14 mai 1973	1973/05/14 : inscrit MH		13e siècle ; 17e siècle ; 18e siècle	
PA00102636	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Castelreng	Languedoc-Roussillon	11	Castelreng	11078	Eglise (ancienne)		Propriété de la commune ; Propriété d'une personne privée		Eglise (ancienne) , y compris le clocher, la porte fortifiée des anciens remparts du Nord-Ouest et la croix en fer forgé à côté de cette porte : inscription par arrêté du 21 avril 1948	1948/04/21 : inscrit MH		12e siècle ; 13e siècle ; 19e siècle	
PA00102635	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Castelnaudary	Languedoc-Roussillon	11	Castelnaudary	11076	Maison	Grande-Rue 20	Propriété d'une personne privée		Trois balcons en fer forgé au premier étage sur rue : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		18e siècle	
PA00102634	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Castelnaudary	Languedoc-Roussillon	11	Castelnaudary	11076	Maison Sibra et Dunyach	Gambetta (place) 20	Propriété d'une personne privée		Porte d'entrée avec corbeaux et balcons en fer forgé : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		17e siècle ; 2e moitié 18e siècle	
PA00102633	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Castelnaudary	Languedoc-Roussillon	11	Castelnaudary	11076	Maison Rigaud	Hôpital (rue de l') 70 ; anciennement rue Saint-Antoine	Propriété d'une personne privée		Façade et toiture sur rue (cad. B 934, 935) : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		3e quart 16e siècle	
PA00102632	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Castelnaudary	Languedoc-Roussillon	11	Castelnaudary	11076	Jardin Bauzé	Saint-Roch (quartier)	Propriété d'une personne privée		Grille en fer forgé et pilastres (cad. D 167) : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		4e quart 18e siècle	
PA00102631	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Castelnaudary	Languedoc-Roussillon	11	Castelnaudary	11076	Hôtel de ville (ancien)	Grande-Rue	Propriété d'une personne privée		Rampe d'escalier, imposte et appuis de fenêtres en fer forgé (cad. B 891) : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		4e quart 18e siècle	
PA00102630	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Castelnaudary	Languedoc-Roussillon	11	Castelnaudary	11076	Hôtel de Gauzy	Saint-Michel (place)	Propriété d'une personne privée		Rampe en fer forgé et cage d'escalier : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		2e moitié 18e siècle ; 19e siècle	
PA00102629	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Castelnaudary	Languedoc-Roussillon	11	Castelnaudary	11076	Hôtel de Bataille	Cordeliers (place des)	Propriété d'une personne privée		Façades extérieures et toitures ; porte et rampe d'escalier (cad. B 719) : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		2e moitié 18e siècle	
PA00102628	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Castelnaudary	Languedoc-Roussillon	11	Castelnaudary	11076	Eglise Saint-Michel		Propriété de la commune		Eglise Saint-Michel : classement par arrêté du 18 octobre 1910	1910/10/18 : classé MH		2e moitié 14e siècle	
PA00102627	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Castelnaudary	Languedoc-Roussillon	11	Castelnaudary	11076	Croix de pierre	Dans le cimetière	Propriété de la commune		Croix de pierre, dans le cimetière : classement par arrêté du 27 décembre 1913	1913/12/27 : classé MH		16e siècle	
PA00102626	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Castelnaudary	Languedoc-Roussillon	11	Castelnaudary	11076	Couvent des Carmes (ancien)		Propriété d'une personne privée		Restes du cloître (deux chapiteaux et colonnettes en marbre blanc, quatre arcades) : inscription par arrêté du 14 avril 1948	1948/04/14 : inscrit MH		14e siècle ; 15e siècle	
PA00102625	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Castelnaudary	Languedoc-Roussillon	11	Castelnaudary	11076	Cloître des Cordeliers (restes)		Propriété d'une personne privée		Cloître des Cordeliers (restes) : inscription par arrêté du 20 mars 1929	1929/03/20 : inscrit MH		14e siècle	
PA00102624	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Castelnaudary	Languedoc-Roussillon	11	Castelnaudary	11076	Château (ancien)		Propriété de la commune		Toiture et façade appareillée avec quatre fenêtres à meneaux et croisillons : inscription par arrêté du 27 avril 1948	1948/04/27 : inscrit MH		16e siècle	
PA00102623	recensement immeubles MH	Languedoc-Roussillon ; Aude ; Cascastel-des-Corbières	Languedoc-Roussillon	11	Cascastel-des-Corbières	11071	Château de Cascastel		propriété de la commune		Tour carrée avec carrelage de la salle basse, ainsi que le four adjacent : inscription par arrêté du 10 avril 1948 - Château en totalité (cad. A 2431) : inscription par arrêté du 9 novembre 2001	1948/04/10 : inscrit MH ; 2001/11/09 : inscrit MH		12e siècle ; 17e siècle ; 18e siècle	
PA00102622	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Castans	Languedoc-Roussillon	11	Castans	11075	Croix du lavoir	Hameau de la Viale	Propriété de la commune		Croix du lavoir, au hameau de la Viale : inscription par arrêté du 13 avril 1948	1948/04/13 : inscrit MH		2e quart 17e siècle	
PA00102621	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Les Cassés	Languedoc-Roussillon	11	Cassés (Les)	11074	Moulin à vent de Caunes		Propriété d'une personne privée		Moulin à vent de Caunes (cad. A 322) : inscription par arrêté du 29 septembre 1961	1961/09/29 : inscrit MH		18e siècle ; 19e siècle	
PA00102620	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Les Cassés	Languedoc-Roussillon	11	Cassés (Les)	11074	Eglise des Clarisses (ancienne)		Propriété d'une personne privée		Elévation et voûte de la chapelle Nord : inscription par arrêté du 13 avril 1948	1948/04/13 : inscrit MH		14e siècle	
PA00102619	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Petit Puits	Plô (rue)	Propriété de la commune		Petit Puits, au centre de la rue Plô dans la Cité : inscription par arrêté du 26 mars 1926	1926/03/26 : inscrit MH			
PA00102618	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Grand Puits de la Cité	Viollet-le-Duc (rue)	Propriété de la commune		Grand Puits de la Cité, sur la place dite du Grand Puits, à l'extrémité de la rue Viollet-le-Duc : inscription par arrêté du 26 mars 1926	1926/03/26 : inscrit MH			
PA00102617	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Immeuble	Verdun (rue de) 65	Propriété de la commune		Porte monumentale sur rue (vantaux compris) : inscription par arrêté du 26 mars 1926	1926/03/26 : inscrit MH		1ère moitié 17e siècle	
PA00102616	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Portail des Jacobins	Commandant-Roumens (boulevard du)	Propriété de la commune		Portail : inscription par arrêté du 17 février 1926 ; Mur attenant à la Porte et fontaine adossée : inscription par arrêté du 23 janvier 1939	1926/02/17 : inscrit MH ; 1939/01/23 : inscrit MH	DOLBEAU (maître de l'oeuvre)	4e quart 18e siècle	
PA00102615	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Pont-Vieux		Propriété du département		Pont-Vieux : classement par arrêté du 18 août 1926	1926/08/18 : classé MH		1er quart 14e siècle	
PA00102614	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Pont-Rouge (ancien)		Propriété de la commune		Pont-Rouge (ancien) : inscription par arrêté du 27 avril 1948	1948/04/27 : inscrit MH		15e siècle ; 1er quart 17e siècle	
PA00102613	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Ancienne manufacture royale de draps		propriété d'une personne privée		Façades et toitures Sud ; en retour à l'Ouest, cage d'escalier et rampe : inscription par arrêté du 5 avril 1948	1948/04/05 : inscrit MH		17e siècle ; 18e siècle	
PA00102612	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Maison dite de Montmorency	Trivalle (rue) 125	Propriété de la commune		Maison dite de Montmorency : classement par arrêté du 28 mai 1942	1942/05/28 : classé MH		16e siècle	
PA00102611	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Maison Gally	Jules-Sauzède (rue)	Propriété d'une personne privée		Les plafonds du rez-de-chaussée : inscription par arrêté du 30 mai 1947	1947/05/30 : inscrit MH		1ère moitié 16e siècle	
PA00102610	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Maison Guilhem	Victor-Hugo (rue) 42	Propriété d'une personne privée		Façade sur rue, y compris les appuis de fenêtres en fer forgé ; rampe d'escalier ; fontaine : inscription par arrêté du 13 avril 1948	1948/04/13 : inscrit MH		18e siècle	
PA00102609	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Maison Courtial	Préfecture (rue de la) 30	Propriété d'une personne privée		La porte sur rue et l'escalier : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		17e siècle	
PA00102608	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Maison Cotte	Verdun (rue de)	Propriété d'une personne privée		Façades sur rue et sur cour : inscription par arrêté du 13 avril 1948	1948/04/13 : inscrit MH		17e siècle ; 18e siècle	
PA00102607	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Maison Alaux	Victor-Hugo (rue) 14	Propriété d'une personne privée		La cour, l'escalier et la fenêtre à meneaux (cad. A 948) : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		1ère moitié 17e siècle	
PA00102606	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Maison	Verdun (rue de) 36	Propriété d'une personne privée		La tourelle d'escalier en vis avec fenêtres gothiques et la petite tourelle adjacente : inscription par arrêté du 13 avril 1948	1948/04/13 : inscrit MH		15e siècle ; 16e siècle	
PA00102605	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Maison	Préfecture (rue de la) 65	Propriété d'une personne privée		Façades et toitures (cad. A 1274) : inscription par arrêté du 13 avril 1948	1948/04/13 : inscrit MH		2e moitié 15e siècle	
PA00102604	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Maison	Pinel (rue) 5	Propriété d'une personne privée		Ensemble de l'escalier avec rampe en fer forgé : inscription par arrêté du 13 avril 1948	1948/04/13 : inscrit MH		17e siècle	
PA00102603	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Maison	Frédéric-Mistral (rue)	Propriété d'une personne privée		Les trois balcons en fer forgé : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		18e siècle	
PA00102602	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Lycée de garçons	Etudes (rue des)	propriété de la commune		Chapelle et son clocher dit Tour Mirande : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		2e quart 17e siècle	
PA00102601	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Hôtel de Rolland	Mairie (rue de la) 38	Propriété d'une personne privée		Hôtel de Rolland : classement par décret du 14 novembre 1923	1923/11/14 : classé MH		18e siècle	
PA00102600	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Hôtel de Pelletier (ancien)	Trivalle (rue) 69	Propriété d'une personne privée		Cheminée du 16e siècle au premier étage : inscription par arrêté du 7 octobre 1927 ; Façades, escalier et cheminée du rez-de-chaussée : inscription par arrêté du 27 avril 1948	1927/10/07 : inscrit MH ; 1948/04/27 : inscrit MH		16e siècle ; 1er quart 17e siècle	
